ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-00471711-v,prekinuti ili izbaciti,"['eliminirati', 'eliminisati', 'isključiti', 'odstraniti', 'osloboditi čega', 'osloboditi se', 'otarasiti se', 'ukinuti', 'ukloniti', 'uništiti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-07477945-n,iznenadan velik pad u poslovanju ili cenama akcija (posebno onaj koji uzrokuje dodatne probleme),"['kolaps', 'krah', 'slom']","(0.0, 0.0)",negative,Negativan
ENG30-00756331-n,čije pretvaranje da je druga osoba,"['gluma', 'glumatanje', 'imitacija', 'imitiranje', 'izigravanje', 'oponašanje', 'podražavanje', 'pretvaranje']","(0.0, 0.0)",negative,Negativan
ENG30-05996646-n,Grana znanja.,"['grana nauke', 'grana', 'disciplina', 'naučno polje', 'struka']","(0.0, 0.0)",negative,Objektivan
ENG30-10618848-n,onaj koji zastupa socijalizam,"['socijalist', 'socijalista']","(0.0, 0.0)",negative,Ne možem
ENG30-00717684-a,"karakteristika apsolutnog vladara ili vladanja, koji ima putpunu vlast","['atokratski', 'despotski', 'tiranski', 'diktatorski', 'autoritaran']","(0.0, 0.0)",negative,Objektivan
ENG30-04682462-n,mali kontrastni deo nečega,"['mrlja', 'pega']","(0.0, 0.0)",negative,Objektivan
ENG30-08664184-n,vrh nečega,"['glava', 'vrh']","(0.0, 0.0)",positive,Ne možem
ENG30-00770543-n,čin koji zanemaruje kakav raniji dogovor ili čije pravo,"['kršenje', 'napad', 'nepoštovanje', 'povreda', 'prekršaj', 'prestup']","(0.0, 0.0)",negative,Negativan
ENG30-01179865-v,"Uzimati hranu, koristi se samo za životinje.","['jesti', 'hraniti se']","(0.0, 0.0)",positive,Objektivan
BILI-00000025,Otac jednog supružnika prema drugom supružniku.,['prijatelj'],"(0.0, 0.0)",positive,Negativan
ENG30-10787470-n,Odrasla ženska osoba (nasuprot odrasloj muškoj osobi).,['žena'],"(0.0, 0.0)",positive,Neutralan
ENG30-14475661-n,stanje nesreće ili nevolje,"['nedaća', 'nesreća', 'nevolja', 'tegoba', 'teškoća']","(0.0, 0.0)",negative,Negativan
ENG30-00065855-n,priznanje od strane koledža ili univerziteta da je kakav kurs uspešno završen - obično meren brojem časova nastave,"['ESPB bod', 'kredit']","(0.0, 0.0)",positive,Objektivan
ENG30-07995617-n,"društvena klasa koja je odvojena od drugih po naslednom činu, profesiji ili bogatstvu","['kasta', 'klasa']","(0.0, 0.0)",negative,Negativan
ENG30-02291548-v,šta kao neto-profit ostvariti,"['neto prihodovati', 'neto uprihodovati', 'prihodovati', 'uprihodovati', 'zaraditi', 'zarađivati']","(0.0, 0.0)",positive,Objektivan
ENG30-02501583-n,"Noćni primat iz Indonezije i Filipina koji živi na drveću; noću traži hranu, a hrani se insektima, gmizavcima i različitim plodovima; lako ga je pripitomiti.",['avet'],"(0.0, 0.0)",negative,Pozitivan
ENG30-10484858-n,Državni službenik koji vodi optužnicu u ime države.,"['tužilac', 'javni tužilac']","(0.0, 0.0)",negative,Objektivan
ENG30-00772967-v,Izložiti i predstaviti u mislima.,"['izložiti', 'predstaviti']","(0.0, 0.0)",positive,Objektivan
ENG30-00130778-a,O onome što je bliže glavi ili prednjem delu tela.,['prednji'],"(0.0, 0.0)",positive,Objektivan
ENG30-12711596-n,Malo zimzeleno drvo poreklom iz Azije koje se veoma gaji zbog svog ploda.,"['limun', 'Citrus limon']","(0.0, 0.0)",negative,Objektivan
ENG30-02740508-a,koji se odnosi na ili je karakterističan za antičke heroje,"['epski', 'herojski', 'junački']","(0.0, 0.0)",positive,Odgovor
ENG30-00747671-n,neumorno udovoljavanje telesnim apetitima,"['blagoutrobije', 'proždrljivost']","(0.0, 0.0)",negative,Pozitivan
ENG30-05190804-n,Posedovanje kontrolisanja uticaja.,['sposobnost'],"(0.0, 0.0)",positive,Objektivan
ENG30-00421590-a,odvratno prljav; prekriven ili zamazan kakvom odvratnom tvari,"['gadan', 'išaran', 'neprijatan', 'odbojan', 'odvratan', 'otužan', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan']","(0.0, 0.0)",negative,Negativan
ENG30-05920159-n,Ideja koja se razmatra u dokumentu ili diskursu.,"['tema', 'suština']","(0.0, 0.0)",positive,Objektivan
ENG30-03069752-n,Skup zgrada u kojim je smešten fakultet.,['fakultet'],"(0.0, 0.0)",positive,Objektivan
ENG30-00213903-n,čin izuzimanja nekoga,"['izuzeće', 'izuzimanje', 'oslobođenje (od neke obaveze)']","(0.0, 0.0)",positive,Ne mogu sa
ENG30-13275495-n,Iznosi plaćeni za robu i usluge za koje je moguć oslobađanje od poreza (nasuprot troškovima kapitala).,"['trošak', 'izdatak']","(0.0, 0.0)",negative,Objektivan
ENG30-06328643-n,"gramatička kategorija u fleksivnim jezicima koja upravlja slaganjem između imenica, zamenica i prideva; u nekim jezicima je bazirana na prirodnom rodu ili kategoriji živo/neživo, dok je u drugima potpuno proizvoljna ili zasnovana na nekim drugim kriterijumima","['rod', 'gramatički rod']","(0.0, 0.0)",positive,Objektivan
ENG30-02713594-n,dodatak koji produžuje glavnu zgradu,"['aneks', 'krilo', 'produžetak']","(0.0, 0.0)",negative,Objektivan
ENG30-14422488-n,stanje lošije od ranijeg stanja; postepeni pad iz boljeg stanja,"['opadanje', 'pad', 'pogoršanje', 'propadanje']","(0.0, 0.0)",negative,Negativan
ENG30-02124096-a,"podesan za dugotrajno korišćenje, nošenje i trošenje","['izdržljiv', 'nepoderiv']","(0.0, 0.0)",positive,Objektivan
ENG30-05145118-n,Svojstvo posedovanja materijalne vrednosti: obično se iskazuje novčanim iznosom koji bi nešto donelo da se proda.,"['vrednost', 'koštanje', 'cena']","(0.0, 0.0)",positive,Objektivan
ENG30-00222376-n,čin sečenja nečega (kao drvo),"['obaranje', 'seča']","(0.0, 0.0)",negative,Objektivan
ENG30-07903208-n,piće destilovano od vina ili fermentiranog voćnog soka,['brendi'],"(0.0, 0.0)",negative,Objektivan
ENG30-13754293-n,Veličina koja se dodaje.,"['dodatak', 'povećanje']","(0.0, 0.0)",positive,Objektivan
ENG30-02041085-n,Vodena ptica sa dugim krilima i opnama na stopalima za plivanje.,['galeb'],"(0.0, 0.0)",negative,Objektivan
ENG30-06267564-n,novine koje se objavljuju svakog dana,"['dnevnik', 'dnevne novine', 'dnevni list']","(0.0, 0.0)",positive,Objektivan
ENG30-07164546-n,Nešto što se nudi (kao predlog ili zahtev).,['ponuda'],"(0.0, 0.0)",positive,Objektivan
ENG30-05196582-n,Moć ili pravo da se izdaju naređenja ili da se odlučuje.,"['autoritet', 'ovlaštenje', 'ovlašćenje', 'ovlast']","(0.0, 0.0)",positive,Objektivan
ENG30-00665886-v,Utvrditi ili potkrepiti novim dokazima ili činjenicama.,['potvrditi'],"(0.0, 0.0)",positive,Objektivan
ENG30-06817782-n,"Pisani ili štampani simbol, na primer interpunkcijski znak.","['znak', 'oznaka']","(0.0, 0.0)",negative,Objektivan
ENG30-00921072-v,"smatrati da je šta slučaj, da je tačno ili verovatno","['posumnjati', 'pretpostaviti', 'pretpostavljati', 'sumnjati']","(0.0, 0.0)",positive,Objektivan
ENG30-00351638-n,Čin smanjivanja ili redukovanja nečega.,"['smanjivanje', 'snižavanje', 'redukovanje', 'umanjivanje']","(0.0, 0.0)",negative,Objektivan
ENG30-00593852-v,Shvatati neki jezik.,"['razumeti', 'vladati', 'govoriti']","(0.0, 0.0)",positive,Objektivan
ENG30-07601999-n,Dobija se od prženih mlevenih zrna kakaoa.,['čokolada'],"(0.0, 0.0)",positive,Objektivan
ENG30-13939892-n,"Specifična pozicija koja se može identifikovati u kontinuumu, nizu i posebno procesu.","['stadij', 'stadijum', 'stepen', 'stupanj', 'nivo']","(0.0, 0.0)",positive,Objektivan
ENG30-02160779-v,"Svetleti sjajno, kao zvezda ili svetlo.","['svetleti', 'sijati']","(0.0, 0.0)",positive,Pozitivan
ENG30-02100968-a,nižeg ranga ili statusa,"['drugostepen', 'drugostepeni', 'inferioran', 'manji', 'mlađi', 'niži', 'podčinjen', 'podređen', 'podređeni', 'potčinjen', 'sekundaran', 'sekundarni', 'sporedan', 'subordiniran', 'zavisan']","(0.0, 0.0)",negative,Negativan
ENG30-09624559-n,pregovarač koji služi kao veza između parničnih strana,"['posrednik', 'medijator']","(0.0, 0.0)",positive,Objektivan
ENG30-03661861-n,rekreativni objekat koji uključuje bazen za vodene sportove,['bazen'],"(0.0, 0.0)",positive,Pozitivan
ENG30-14686186-n,"Nekada se smatralo da je to jedan od četiri elementa od kojih se sastoji svemir (po Empedoklu, arhaično).",['vatra'],"(0.0, 0.0)",negative,Objektivan
ENG30-09945905-n,osoba koja je često u društvu druge,['drug'],"(0.0, 0.0)",positive,Objektivan
ENG30-01805801-n,Vrlo veliki fazan-neletač jugoistočne Azije koji se često gaji kao ukrasna ptica.,['paun'],"(0.0, 0.0)",positive,Objektivan
ENG30-00082308-v,smanjiti bol ili neprijatnosti ; ublažiti,"['olakšati', 'smiriti', 'tešiti', 'umiriti', 'utešiti']","(0.0, 0.0)",positive,Objektivan
ENG30-07965937-n,Ljudi uopšte; posebno istaknuta grupa ljudi sa nekim zajedničkim interesom.,['svet'],"(0.0, 0.0)",positive,Objektivan
ENG30-00748307-n,raspojasano zadovoljavanje čulnih prohteva,"['blud', 'ekstravagancija', 'proždrljivost', 'raspojasanost', 'razuzdanost', 'razvrat']","(0.0, 0.0)",negative,Pozitivan
ENG30-01071213-n,ublažavanje kazne ili oslobađanje od kakve neprijatne dužnosti od strane sudije ili roditelja ili nastavnika,"['blagost', 'milost', 'popustljivost']","(0.0, 0.0)",positive,Objektivan
ENG30-04347225-n,Nešto (osoba ili predmet ili prizor) što umetnik ili fotograf izabere da grafički predstavi.,"['sadržaj', 'predmet']","(0.0, 0.0)",negative,Objektivan
ENG30-00029933-a,koji prekomerno želi da stekne npr. bogatstvo,"['pohlepan', 'lakom', 'željan', 'grabljiv', 'gramziv', 'grabežljiv']","(0.0, 0.0)",negative,Negativan
ENG30-08198398-n,jedinica koja je deo nekog roda vojske,"['vojna jedinica', 'sila', 'snaga']","(0.0, 0.0)",negative,Objektivan
ENG30-05839024-n,Kategorija stvari koje se izdvajaju nekim zajedničkim karakteristikama ili kvalitetom.,"['vrsta', 'oblik', 'forma']","(0.0, 0.0)",positive,Objektivan
ENG30-00798402-v,Odbiti plaćanje članarine sindikatu za političke potrebe.,['odustati'],"(0.0, 0.0)",negative,Negativan
ENG30-02255268-v,dozvoliti kome da šta ima,"['dati', 'davati', 'deliti', 'dodeliti', 'dodeljivati', 'podeliti', 'prepustiti', 'raspodeliti', 'razdati']","(0.0, 0.0)",positive,Objektivan
ENG30-08387213-n,najsnažniji članovi društva,"['aristokratija', 'plemstvo']","(0.0, 0.0)",positive,Objektivan
ENG30-00198793-n,čin nazadovanja u pogledu čina i položaja,"['degradacija', 'raspoređivanje na lošije radno mesto']","(0.0, 0.0)",negative,Negativan
ENG30-00421590-a,odvratno prljav; prekriven ili zamazan kakvom odvratnom tvari,"['gadan', 'išaran', 'neprijatan', 'odbojan', 'odvratan', 'otužan', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan']","(0.0, 0.0)",negative,Negativan
ENG30-09945319-n,socilaista koji zastupa komunističku ideologiju,"['komunist', 'komunista']","(0.0, 0.0)",negative,Neutralan
ENG30-00801125-n,usklađena kampanja koja za cilj ima da okonča nešto što je štetno,"['akcija', 'kampanja']","(0.0, 0.0)",negative,Objektivan
ENG30-02304507-v,biti zarobljen,"['biti okupiran', 'biti zauzet', 'biti zauziman', 'padati', 'pasti']","(0.0, 0.0)",negative,Negativan
ENG30-02587375-v,suverenu moć imati,"['carevati', 'kraljevati', 'stolovati', 'upravljati', 'vladati']","(0.0, 0.0)",positive,Ne možem
ENG30-00550117-v,napustiti ili zameniti nečim drugim,"['prebaciti se', 'preći']","(0.0, 0.0)",positive,Negativan
ENG30-00125629-n,Čin udaranja jedne stvari drugom.,['udaranje'],"(0.0, 0.0)",positive,Objektivan
ENG30-03948459-n,ručno oružje iz koga puca iz jedne ruke,['pištolj'],"(0.0, 0.0)",negative,Objektivan
ENG30-00732224-v,posvetiti,"['posvećivati', 'posvetiti']","(0.0, 0.0)",positive,Objektan
ENG30-01480469-v,uzeti i zadržati,"['čega se dočepati', 'dograbiti', 'grabiti', 'hvatati', 'loviti', 'ščepati', 'uhvatiti', 'uloviti', 'uzeti', 'uzimati', 'zgrabiti']","(0.0, 0.0)",negative,Odgovor
ENG30-00809201-a,u kontroli,"['nadležan', 'odgovoran', 'zadužen']","(0.0, 0.0)",positive,Objektan
ENG30-14778436-n,Supstanca koja izaziva neki efekat ili vrši neki uticaj.,"['agens', 'sredstvo']","(0.0, 0.0)",positive,Objektivan
ENG30-00923307-v,davati dokaze o čemu (kao prema kakvoj evidenciji),"['demonstrirati', 'dokazati', 'dokazivati', 'pokazati', 'pokazivati', 'prikazati', 'prikazivati']","(0.0, 0.0)",positive,Objektivan
ENG30-00755500-n,pretvaranje,"['gluma', 'glumatanje', 'izigravanje', 'pretvaranje']","(0.0, 0.0)",negative,Answer Ob
ENG30-02297664-a,koji je u skladu sa utvrđenom jezičkom upotrebom obrazovanih izvornih govornika,"['normalan', 'standardan', 'u duhu', 'uobičajen']","(0.0, 0.0)",positive,Objektivan
ENG30-03671272-n,put koji se sastoji od pruge i šina,"['pruga', 'šine', 'železnica', 'železnička linija']","(0.0, 0.0)",negative,Objektivan
ENG30-00858781-v,"podsticati ili ohrabrivati, naročito povicima","['bodriti', 'inspirisati', 'podsticati', 'dovikivati', 'podstrekivati', 'podstaći', 'navijati']","(0.0, 0.0)",positive,Odgovor
ENG30-06619850-n,informacije koje se prenesu u novinama ili časopisu,"['vest', 'novost']","(0.0, 0.0)",positive,Objektivan
ENG30-07186828-n,iskren ili hitan zahtev,['apel'],"(0.0, 0.0)",positive,Ne mogu kl
ENG30-02495922-a,Biti od koristi ili koji pruža uslugu.,['koristan'],"(0.0, 0.0)",positive,Objektivan
ENG30-07436475-n,"Emisija rastopljenog stenskog materijala, pepela i gasova na različite načine, ali pretežno eksplozivnom aktivnošću.","['vulkanska erupcija', 'erupcija']","(0.0, 0.0)",negative,Negativan
ENG30-08305114-n,"udruženje država, organizacija ili pojedinaca za zajedničko djelovanje","['konfederacija', 'liga', 'savez']","(0.0, 0.0)",positive,Objektivan
ENG30-06573223-n,kratak skup komandi za korekciju baga u računarskom programu,['zakrpa'],"(0.0, 0.0)",negative,Objektivan
ENG30-03532342-n,zakrivljen ili savijen uređaj za kačenje ili povlačenje nečega,"['kandža', 'kuka', 'kukica']","(0.0, 0.0)",negative,Neutralan
ENG30-05808794-n,kognitivni proces razumevanja pisane lingvističke poruke,['čitanje'],"(0.0, 0.0)",positive,Objektivan
ENG30-07747951-n,"u pojedinim delovima ravno, crvenkasto-narandžast kineski citrus koji se lako ljušti",['mandarina'],"(0.0, 0.0)",positive,Objektivan
ENG30-14841267-n,smesa gasova - posebno -kisoenika koja je neophodna za disanje,['vazduh'],"(0.0, 0.0)",negative,Objektivan
ENG30-07428954-n,Pojava koja nastaje naglim oslobađanjem energije zbog lomljenja i kretanja litosfernih stenskih blokova i koja uzrokuje širenje seizmičkih talasa kroz Zemljinu koru.,"['zemljotres', 'potres', 'trus']","(0.0, 0.0)",negative,Objektivan
ENG30-09269972-n,Sediment koji se slegao na dnu tečnosti.,['talog'],"(0.0, 0.0)",negative,Objektivan
ENG30-02233704-v,prebaciti datoteku ili program s jednog računara na neki drugi,"['spustiti', 'istovariti']","(0.0, 0.0)",negative,Objektivan
ENG30-00223268-n,čin namernog samopovređivanja,"['samopovređivanje', 'samoubistvo']","(0.0, 0.0)",negative,Negativan
ENG30-06405699-n,Slova upisana na nečemu (posebno izrezbarena ili ugravirana).,"['natpis', 'naslov']","(0.0, 0.0)",positive,Objektivan
ENG30-03873064-n,"Tvorevina koja se sastoji od mekog ili savitljivog materijala koji se koristi da nešto popuni, da mu oblik, zaštiti ga ili doprinese komforu.","['punjenje', 'umetak']","(0.0, 0.0)",positive,Objektivan
ENG30-01129710-v,Koristiti tarife za podsticanje domać privrede.,['zaštititi'],"(0.0, 0.0)",positive,Objektivan
ENG30-10560352-n,Predavač u školi ispod nivoa koledža.,"['nastavnik', 'profesor']","(0.0, 0.0)",positive,Negativan
ENG30-01823013-n,Ptica zašiljenih krila i dugog repa.,['kukavica'],"(0.0, 0.0)",negative,Objektivan
ENG30-07649582-n,"ceo hleb, kako je ispečen","['vekna hleba', 'vekna']","(0.0, 0.0)",negative,Objektivan
ENG30-05397333-n,Kanal kroz koji cirkulišu telesne tečnosti.,['sud'],"(0.0, 0.0)",negative,Objektivan
ENG30-10243137-n,uljudno ime za bilo koju ženu,['dama'],"(0.0, 0.0)",positive,Objektivan
ENG30-00471711-v,prekinuti ili izbaciti,"['eliminirati', 'eliminisati', 'isključiti', 'odstraniti', 'osloboditi čega', 'osloboditi se', 'otarasiti se', 'ukinuti', 'ukloniti', 'uništiti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-02991287-a,koji se odnosi na ili se bavi estetikom,"['estetičarski', 'estetski']","(0.0, 0.0)",positive,Objektivan
ENG30-00460357-v,kasniti ili zadržavati - sprečiti da se nastavi po rasporedu ili kako je planirano,"['hvatati', 'uhvatiti', 'zadržati', 'zadržavati']","(0.0, 0.0)",negative,Objektivan
ENG30-02550296-v,Obezbediti negu.,"['paziti', 'negovati', 'brinuti']","(0.0, 0.0)",negative,Objašn
ENG30-00737070-n,čin neprikladne intimnosti,"['familijarnost', 'intimiziranje', 'intimnost', 'nepodobnost', 'sloboda']","(0.0, 0.0)",positive,Negativan
ENG30-06674542-n,Informacija koja se širi da bi se probavljale pristalice za neku stvar.,['propaganda'],"(0.0, 0.0)",negative,Neutralan
ENG30-02738031-n,oružje koje koriste vojne ili pomorske snage,"['naoružanje', 'oružje']","(0.0, 0.0)",negative,Objektivan
ENG30-01193721-v,ispuniti do mere u kojoj ste zadovoljni,"['ispuniti', 'napuniti', 'napuniti se', 'popuniti', 'puniti se', 'zasititi se']","(0.0, 0.0)",positive,Objektivan
ENG30-07355491-n,Događaj umiranja ili napuštanja života.,"['umiranje', 'odlazak']","(0.0, 0.0)",negative,Negativan
ENG30-03661340-n,Pokretni gornji deo nekog kontejnera koji ga zatvara i otvara; može biti na šarkama ili ne.,"['poklopac', 'zaklopac']","(0.0, 0.0)",negative,Objektivan
ENG30-01983162-a,koji zaslužuje uvažavanje i poštovanje,"['častan', 'dobar', 'dobronameran', 'moralan', 'pošten', 'poštovan', 'pouzdan', 'siguran', 'ugledan', 'uredan', 'uvažen']","(0.0, 0.0)",positive,Pozitivan
ENG30-00968155-n,Nekoliko povezanih operacija usmerenih na postizanje određenog cilja (obično unutar geografskih i vremenskih ograničenja).,"['kampanja', 'pohod']","(0.0, 0.0)",negative,Objektivan
ENG30-00707366-a,čvrste i snažne konstitucije i građe; istrajan,"['čvrst', 'kršan', 'krševit', 'robustan']","(0.0, 0.0)",positive,Objektivan
ENG30-07490713-n,Osnovno osećanje koje se teško definiše ali koje ljudi žele da osete.,['zadovoljstvo'],"(0.0, 0.0)",positive,Neutralan
ENG30-04463983-n,Par paralelnih šina po kijima se kreće vozilo na točkovima.,"['pruga', 'šine']","(0.0, 0.0)",negative,Objektivan
ENG30-13538182-n,proces erozije kojim se formira ravna površina,['planiranje'],"(0.0, 0.0)",positive,Objektivan
ENG30-03594148-n,koplje bačeno kao oružje ili na takmičarskim terenima,['koplje'],"(0.0, 0.0)",negative,Objektivan
ENG30-13279262-n,Naknada.,"['plata', 'zarada', 'lični dohodak', 'nadoknada']","(0.0, 0.0)",negative,Objektivan
ENG30-02041877-v,raspasti se; i u prenesenom značenju,"['srušiti se', 'kolabirati', 'propasti']","(0.0, 0.0)",negative,Negativan
ENG30-00358089-n,Čin gnječenja.,"['gnječenje', 'drobljenje']","(0.0, 0.0)",negative,Negativan
ENG30-01870275-v,Kliziti u stranu.,"['kliziti', 'zaneti se', 'skliznuti']","(0.0, 0.0)",positive,Neutralan
ENG30-13963970-n,Stanje u kome se nalaze muž i žena.,"['brak', 'matrimonijum', 'matrimonij', 'zajednica']","(0.0, 0.0)",positive,Objektivan
ENG30-00615774-v,"sprečiti da nešto bude uključeno, razmatrano ili prihvaćeno","['isključiti', 'isključivati', 'izostaviti', 'izostavljati', 'povući']","(0.0, 0.0)",negative,Negativan
ENG30-03416900-n,posuda u koju se odlalje smeće,"['đubre', 'smeće']","(0.0, 0.0)",negative,Negativan
ENG30-02068974-n,Mali kit zuban sa izduženom vilicom; hrani se ribama i mekušcima; brzi su i dobro plivaju.,"['delfin', 'pliskavica']","(0.0, 0.0)",positive,Objektivan
ENG30-05229198-n,"u anatomiji, struktura koja oblikom podseća na školjku",['školjka'],"(0.0, 0.0)",negative,Objektivan
ENG30-00120316-v,Dati neke osobine nečemu.,"['napraviti', 'načiniti']","(0.0, 0.0)",negative,Objektivan
ENG30-01855764-a,koji se tiče ili koji uključuje bazične činjenice ili principe.,"['fundamentalan', 'osnovni']","(0.0, 0.0)",positive,Objektivan
ENG30-01243453-n,odbijanje čoveka da se podvrgne ustanovljenom organu (prvobitno odbijanje rimokatolika da prisustvuju službama anglikanske crkve),"['izuzeće', 'izuzimanje']","(0.0, 0.0)",positive,Negativan
ENG30-07482521-n,"U psihologiji skup međusobno povezanih svesnih i nesvesnih ideja, predstava, osećanja, misli i stavova grupisanih oko nekog stožernog objekta (osobe, predmeta ili simbola) koji ima snažnu afektivnu vrednost za subjekta. Kompleks u izvesnoj meri remeti normalno mišljenje i ponašanje, a nekad dovodi i do patoloških poremećaja.","['kompleks', 'Complexus']","(0.0, 0.0)",negative,Objektivan
ENG30-12407545-n,Evroazijski brest; raste u vlažnom okruženju.,"['vez', 'Ulmus laevis']","(0.0, 0.0)",positive,Objektivan
ENG30-01556346-v,Razdvojiti ili biti razdvojen silom.,"['rascepiti', 'prekinuti', 'precepiti']","(0.0, 0.0)",negative,Negativan
ENG30-08521816-n,tačka jednako udaljena od krajeva linije ili završetaka lika,"['centar', 'središte', 'sredina']","(0.0, 0.0)",positive,Objektivan
ENG30-04831727-n,Osobina nekog ko je voljan da podari novac ili vreme.,"['velikodušnost', 'darežljivost']","(0.0, 0.0)",positive,Pozitivan
ENG30-02815950-n,"dug i debeo komad drveta, metala ili maltera itd, koji se koristi u građevinarstvu",['greda'],"(0.0, 0.0)",positive,Objektivan
ENG30-14428160-n,relativna pozicija ili stepen vrednosti u ocenjivanoj grupi,"['klasa', 'nivo', 'ocena', 'rang', 'stepen']","(0.0, 0.0)",positive,Objektivan
ENG30-06811625-n,karakter koji označava relaciju ili operaciju među veličinama,['znak'],"(0.0, 0.0)",negative,Objektivan
ENG30-01116447-v,prestati opirati se; prestati boriti se,"['dati kome prvenstvo', 'dopuštati', 'dopustiti', 'odustajati', 'odustati', 'popuštati', 'popustiti', 'predati se', 'predavati se', 'prepuštati', 'prepustiti']","(0.0, 0.0)",negative,Negativan
ENG30-00522751-v,Primiti određeni tretman (u apstraktnom značenju).,['dobiti'],"(0.0, 0.0)",positive,Objektivan
ENG30-08511777-n,Deo organa najbliži njegovoj tački ležišta (biologija).,['osnova'],"(0.0, 0.0)",negative,Objektivan
ENG30-00470701-v,Usmrtiti u velikom broju.,"['uništiti', 'pokositi', 'desetkovati', 'iskoreniti', 'zatrti']","(0.0, 0.0)",negative,Negativan
ENG30-07921455-n,"fermentisano alkoholno piće koje se pravi od presovanog jabukovog soka ili kruške; termin koji se koristi u Evropi, posebno u Velikoj Britaniji","['jabukovača', 'sajder']","(0.0, 0.0)",positive,Objektivan
