ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-00750405-n,čin plagiranja; uzimanje čijih reči ili ideja kao da su tvoje sopstvene,"['krađa intelektualne svojine', 'plagijat', 'plagiranje']","(0.0, 0.0)",negative,Negativan
ENG30-00831225-a,kome nedostaje opšte obrazovanje ili znanje,"['neinformisan', 'neiskusan', 'neobrazovan', 'neuk', 'neupućen']","(0.0, 0.0)",negative,Objektivan
ENG30-01302019-v,zadržavati ili sprečiti da ode,"['držati', 'zadržati', 'zadržavati']","(0.0, 0.0)",negative,Objektivan
ENG30-07718472-n,voće cilindričnog oblika sa korom zelene boje; unutrašnjost je bele boje a u ishrani se koristi kao povrće; pripada porodici tikvi,['krastavac'],"(0.0, 0.0)",negative,Objektivan
ENG30-00556593-v,Dovesti nekoga do određenog postupka ili stanja.,"['dovesti', 'uvući']","(0.0, 0.0)",negative,Objektivan
ENG30-00356233-a,depresivnog izgleda ili karaktera,"['sumoran', 'utučen', 'jednoličan']","(0.0, 0.0)",negative,Negativan
ENG30-09923673-n,izvorni ili naturalizovani član države ili druge političke zajednice,['građanin'],"(0.0, 0.0)",positive,Objektivan
ENG30-00183090-b,(za naglašavanje značenja) izuzetno dobro,"['predivno', 'čudesno', 'sjajno', 'izvrsno', 'vrhunski', 'veličanstveno', 'izvanredno']","(0.0, 0.0)",positive,Pozitivan
ENG30-00002452-n,Odvojen i zaokružni objekat.,['stvar'],"(0.0, 0.0)",positive,Objektivan
ENG30-06720371-n,napad koji se sastoji od lažne i zlonamerne publikacije koja je odštampana da bi se živa osoba oklevetala,['kleveta'],"(0.0, 0.0)",negative,Negativan
ENG30-01360899-v,sloj maltera,['malter'],"(0.0, 0.0)",positive,Nepostojido
ENG30-14450540-n,stanje stvoreno nedostatkom novca i kredita,"['oskudica', 'oskudnost']","(0.0, 0.0)",negative,Negativan
ENG30-02633714-v,nemati ili ne uključivati,"['isključiti', 'isključivati', 'izbaciti', 'izbacivati', 'izuzeti', 'izuzimati', 'nemati']","(0.0, 0.0)",negative,Objektivan
ENG30-00275607-v,Učiniti pravilnim ili pravilnijim.,['regulisati'],"(0.0, 0.0)",positive,Objektivan
ENG30-09827683-n,veoma malo dete koje još nije prohodalo ili progovorilo,['beba'],"(0.0, 0.0)",positive,Objektivan
ENG30-06601327-n,"Ideja koja se podrazumeva, ili koja je izražena ili se podrazumeva.","['značenje', 'smisao']","(0.0, 0.0)",positive,Nemožem
ENG30-14438541-n,reputacija i popularnost koju neka osoba poseduje,"['glas', 'popularnost', 'reputacija']","(0.0, 0.0)",positive,Objektivan
ENG30-01139194-n,čin izdavanja formalnog (obično pisanog) ovlašćenja,"['dopuštenje', 'dozvola', 'licenca', 'odobrenje', 'zvanična pisana izjava koja vam daje pravo da uradite nešto v. dozvoliti']","(0.0, 0.0)",positive,Objektivan
ENG30-05207130-n,nemati snagu da se šta izvede,"['nemoć', 'nesposobnost', 'slabost']","(0.0, 0.0)",negative,Negativan
ENG30-14864360-n,Meka masna supstanca koja se javlja u organskom tkivu i koju čini mešavina lipida (uglavno trigliceridi).,['mast'],"(0.0, 0.0)",negative,Objektivan
ENG30-00696042-v,Dopustiti da moneta fluktuira.,['plivati'],"(0.0, 0.0)",positive,Objektivan
ENG30-01048912-n,Čin držanja nečega u tajnosti.,"['skrivanje', 'sakrivanje', 'prikrivanje']","(0.0, 0.0)",negative,Neutralan
ENG30-04829282-n,sklonost da se bude ljubazan i milostiv,"['milosrđe', 'milosrdnost', 'milost', 'milostivost', 'samilost', 'velikodušnost']","(0.0, 0.0)",positive,Pozitivan
ENG30-02226429-n,"Insekt koji živi na zemlji, ima snažne zadnje noge pomoću kojih može daleko da skoči, hrani se biljkama i često je velika štetovyina.",['skakavac'],"(0.0, 0.0)",negative,Objektivan
ENG30-00737536-n,nepristojan ili neprikladan čin,"['grubost', 'kiks', 'nepodobnost', 'nepristojnost', 'sloboda']","(0.0, 0.0)",negative,Negativan
ENG30-00120784-a,biti ili imati nepoznat ili neimenovan izvor,"['neidentifikovan', 'neimenovan', 'neodređen', 'nepoznat', 'nespecifikovan', 'skriven']","(0.0, 0.0)",negative,Objektivan
ENG30-00829378-n,Pažnja i uredovanje koje podrazumeva odgovornost za bezbednost.,"['briga', 'starateljstvo', 'zaštita']","(0.0, 0.0)",positive,Objektivan
ENG30-01166258-n,Čin razmenjivanja jedne stvari za drugu.,['razmena'],"(0.0, 0.0)",positive,Objektivan
ENG30-08558155-n,Zemlja kojom vlada kralj ili kraljica.,"['kraljevstvo', 'kraljevina']","(0.0, 0.0)",positive,Objektivan
ENG30-14440875-n,stanje degeneracije mentalnih ili moralnih kvaliteta,"['degeneracija', 'dekadencija', 'izopačenje', 'korupcija', 'propadanje']","(0.0, 0.0)",negative,Negativan
ENG30-02852523-n,čvrst komad nečega (obično sa ravnim pravougaonim stranicama),['blok'],"(0.0, 0.0)",negative,Objektivan
ENG30-00077419-n,Čin sticanja svojine ili nečeg drugog.,['sticanje'],"(0.0, 0.0)",positive,Objektivan
ENG30-07450842-n,Formalan događaj koji se izvodi u posebnoj prilici.,"['ceremonija', 'obred']","(0.0, 0.0)",positive,Objektivan
ENG30-04764741-n,deljenje zajedničkih atributa,"['jednakost', 'sličnost']","(0.0, 0.0)",positive,Objektivan
ENG30-00020410-a,onaj koji je smešten na lokaciji kojoj se ne može pristupiti,"['nepristupačan', 'nedostižan']","(0.0, 0.0)",negative,Objektivan
ENG30-14440623-n,nisko stanje sklono padu naniže,"['degradacija', 'dekadencija', 'opadanje', 'poniženje', 'propadanje', 'unižavanje']","(0.0, 0.0)",negative,Negativan
ENG30-03661340-n,Pokretni gornji deo nekog kontejnera koji ga zatvara i otvara; može biti na šarkama ili ne.,"['poklopac', 'zaklopac']","(0.0, 0.0)",negative,Objektivan
ENG30-01125429-a,imati neželjene ili negativne kvalitete,"['loš', 'pokvaren']","(0.0, 0.0)",negative,Negativan
ENG30-10470779-n,Svešteno lice u hršćanskim crkvama koje ima odobrenje da obavlja različite raligijske obrede.,"['pop', 'sveštenik']","(0.0, 0.0)",positive,Objektivan
ENG30-02585050-v,pokušati uzavreti javno mnjenje,"['buditi', 'drmati', 'probuditi', 'prodrmati', 'protresti', 'razbuditi', 'razmrdati', 'tresti', 'uspaliti', 'zapaliti']","(0.0, 0.0)",negative,Negativan
ENG30-04316646-n,Stražnja strana broda.,['krma'],"(0.0, 0.0)",negative,Objektivan
ENG30-00118523-v,produžiti postojanje na duži vremenski period,"['nastaviti', 'održati', 'produžiti']","(0.0, 0.0)",positive,Objektivan
ENG30-02175578-v,Proizvoditi zvuk kao sat ili štoperica.,"['kucati', 'tiktatakati']","(0.0, 0.0)",negative,Objektivan
ENG30-02686625-v,učiniti da se šta dogodi ili da šta uzrokuje,"['dovesti', 'dovoditi', 'izvesti', 'izvoditi', 'odvesti', 'odvoditi', 'prevoditi', 'provesti', 'provoditi', 'pružati', 'pružiti', 'voditi']","(0.0, 0.0)",positive,Objektivan
ENG30-00953559-n,Neprijateljski susret suprotstavljenih vojnih snaga u toku rata.,"['bitka', 'boj', 'borba']","(0.0, 0.0)",negative,Negativan
ENG30-00631798-a,"Biti u skladu sa činjenicama ili istinom; ""Strogo tačan"" ; "" Precizna slika "" ; "" Precizno merenje"".","['odgovarajući', 'tačan', 'precizan']","(0.0, 0.0)",positive,Objektivan
ENG30-03014705-n,"kutija sa poklopcem, korišćena za skladištenje, obično velika i čvrsta","['kovčeg', 'sanduk', 'škrinja']","(0.0, 0.0)",negative,Objektivan
ENG30-02798370-a,koji se odnosi na ljudsko društvo i njegove članove,"['društven', 'socijalni']","(0.0, 0.0)",positive,Odgovor
ENG30-00755673-n,namerno pretvaranje ili preterivanje,"['afektacija', 'gluma', 'glumatanje', 'izigravanje', 'poza', 'pretvaranje']","(0.0, 0.0)",negative,Negativan
ENG30-02796623-n,Struktura ili objekat koji sprečava slobodno kretanje.,"['barijera', 'pregrada']","(0.0, 0.0)",negative,Objektivan
ENG30-00748282-v,nametnuti nešto neprijatno,"['nametati', 'nametnuti', 'naneti', 'naneti bol', 'nanositi']","(0.0, 0.0)",negative,Negativan
ENG30-07575984-n,"lak večernji obrok, služi se u ranim večernjim satima i kasno, pred spavanje",['večera'],"(0.0, 0.0)",positive,Objektivan
ENG30-10317007-n,bilo koja osoba u oružanim snagama koja drži položaj od autoriteta ili komande,['oficir'],"(0.0, 0.0)",positive,Neutralan
ENG30-02371718-a,"koji je sličan po veličini, obliku i relativnoj poziciji odgovarajućih delova",['simetričan'],"(0.0, 0.0)",positive,Objektivan
ENG30-01041349-n,čin prinošenja hleba i vina prilikom pričesti,"['pričest', 'pričešće', 'religiozni prinos']","(0.0, 0.0)",positive,Pozitivan
ENG30-03294048-n,Tvorevina koja je potrebna da bi se preduzela ili obavila neka usluga.,"['oprema', 'deo opreme', 'pribor']","(0.0, 0.0)",positive,Objektivan
ENG30-09452653-n,staza ili odsečak (dobijen jednim prelaskom kosilice),"['pojas', 'traka']","(0.0, 0.0)",negative,Neutralan
ENG30-01906749-n,"Najniži tip višećelijskih životinja koje žive najčešće u moru, pojedinačno ili u kolonijama, pričvršćene na dno ili predmete.","['spužva', 'sunđer']","(0.0, 0.0)",negative,Objektivan
ENG30-01637982-v,"Učiniti neko otkriće, učiniti novi pronalazak.","['pronaći', 'izumeti', 'otkriti']","(0.0, 0.0)",positive,Neutralan
ENG30-00746232-n,čin nepoštovanja,['nepoštovanje'],"(0.0, 0.0)",negative,Negativan
ENG30-00090253-n,Čin primanja.,"['prijem', 'primanje']","(0.0, 0.0)",positive,Odgovor
ENG30-06353445-n,formiranje reči slovima u skladu sa principima koji su u skladu sa prihvaćenom upotrebom,['pravopis'],"(0.0, 0.0)",positive,Objektivan
ENG30-13939892-n,"Specifična pozicija koja se može identifikovati u kontinuumu, nizu i posebno procesu.","['stadij', 'stadijum', 'stepen', 'stupanj', 'nivo']","(0.0, 0.0)",positive,Objektivan
ENG30-04338359-n,Zbirka predmeta naredanih na jedno vlakno.,"['niz', 'niska']","(0.0, 0.0)",positive,Objektivan
ENG30-07436475-n,"Emisija rastopljenog stenskog materijala, pepela i gasova na različite načine, ali pretežno eksplozivnom aktivnošću.","['vulkanska erupcija', 'erupcija']","(0.0, 0.0)",negative,Negativan
ENG30-03600977-n,spoj kojim su delovi ili predmeti spojeni ,"['spajalica', 'spoj', 'spojnica', 'zglob']","(0.0, 0.0)",negative,Objektivan
ENG30-06582403-n,"zadati niz koraka, deo većeg računarskog programa","['funkcija', 'procedura', 'rutina', 'podprogram', 'podrutina']","(0.0, 0.0)",positive,Objektivan
ENG30-08182379-n,Veliki broj stvari ljudi posmatranih zajedno.,"['gomila', 'svetina']","(0.0, 0.0)",negative,Objektivan
ENG30-01605630-n,Dnevna ptica grabljivica koja obično ima kratka zobljena krila i dug rep.,['jastreb'],"(0.0, 0.0)",negative,Objektivan
ENG30-00732224-v,posvetiti,"['posvećivati', 'posvetiti']","(0.0, 0.0)",positive,Objektan
ENG30-01193721-v,ispuniti do mere u kojoj ste zadovoljni,"['ispuniti', 'napuniti', 'napuniti se', 'popuniti', 'puniti se', 'zasititi se']","(0.0, 0.0)",positive,Objektivan
ENG30-04829282-n,sklonost da se bude ljubazan i milostiv,"['milosrđe', 'milosrdnost', 'milost', 'milostivost', 'samilost', 'velikodušnost']","(0.0, 0.0)",positive,Pozitivan
ENG30-09623038-n,"Osoba koja upravlja drugima, vodi ili ili isnpiriše.","['vođa', 'predvodnik']","(0.0, 0.0)",positive,Neutralan
ENG30-10527334-n,radikalni pristalica političke ili društvene revolucije,['revolucionar'],"(0.0, 0.0)",positive,Negativan-
ENG30-00222248-n,ubijanje osobe ili životinje,"['egzekucija', 'klanje', 'pogubljenje', 'ubijanje', 'ubistvo']","(0.0, 0.0)",negative,Negativan
ENG30-03511426-n,Zadnji deo cipele ili čizme kojim se dodiruje tlo.,"['peta', 'štikla']","(0.0, 0.0)",negative,Objektan
ENG30-01983162-a,koji zaslužuje uvažavanje i poštovanje,"['častan', 'dobar', 'dobronameran', 'moralan', 'pošten', 'poštovan', 'pouzdan', 'siguran', 'ugledan', 'uredan', 'uvažen']","(0.0, 0.0)",positive,Pozitivan
ENG30-02519991-v,za šta reparacije ili popravke praviti,"['dati naknadu za', 'davati naknadu za', 'ispraviti', 'ispravljati', 'kompenzirati', 'kompenzovati', 'korigovati', 'nadoknaditi', 'nadoknađivati', 'odštetiti', 'podešavati', 'podesiti', 'popraviti', 'popravljati']","(0.0, 0.0)",positive,Neutralan
ENG30-00492706-v,Učiniti nečistim.,"['zaraziti', 'zagaditi']","(0.0, 0.0)",negative,Negativan
ENG30-10484858-n,Državni službenik koji vodi optužnicu u ime države.,"['tužilac', 'javni tužilac']","(0.0, 0.0)",negative,Objektivan
ENG30-09335240-n,Materija iz gornjeg sloja Zelmljine površine na kojoj mogu da rastu biljke (posebno kada se radi o njenom kvalitetu ili korišćenju).,"['zemlja', 'tlo']","(0.0, 0.0)",negative,Objektivan
ENG30-02737187-v,Biti povezan krvnim srodstvom.,"['doći', 'poticati', 'poteći', 'dolaziti']","(0.0, 0.0)",negative,Objektivan
ENG30-06817782-n,"Pisani ili štampani simbol, na primer interpunkcijski znak.","['znak', 'oznaka']","(0.0, 0.0)",negative,Objektivan
ENG30-13905792-n,blago ulegnuće na glatkoj površini,"['bora', 'usek', 'brazda', 'nabor']","(0.0, 0.0)",negative,Objektivan
ENG30-13814336-n,odnos srodstva između muške osobe i njegove braće i sestara,['bratstvo'],"(0.0, 0.0)",positive,Objektivan
ENG30-01071411-n,popustljivost i saosećanje koje prema počiniocima kakvog krivičnog dela pokazuju lica ili agencije zadužene za sprovođenje pravde,"['blagost', 'milosrđe', 'milosrdnost', 'milost', 'milostivost', 'pomilovanje', 'samilost']","(0.0, 0.0)",positive,Objektivan
ENG30-00926932-v,pružiti duhovni uvid (u religiji),"['prosvetiti', 'prosvećivati']","(0.0, 0.0)",positive,Objektivan
ENG30-13440063-n,Organski proces koji se odigrava u telu.,"['funkcija', 'telesna funkcija']","(0.0, 0.0)",positive,Objektivan
ENG30-14405931-n,iznenadni masovni strah i nespokojstvo zbog očekivanih događaja,['panika'],"(0.0, 0.0)",negative,Negativan
ENG30-10224578-n,pisac za novine i časopise,['novinar'],"(0.0, 0.0)",positive,Odgovor
ENG30-05196582-n,Moć ili pravo da se izdaju naređenja ili da se odlučuje.,"['autoritet', 'ovlaštenje', 'ovlašćenje', 'ovlast']","(0.0, 0.0)",positive,Objektivan
ENG30-02207647-n,sterilni mrav ili termit bez krila koji ima veliku glavu i jake čeljusti prilagođene za odbranu kolonije,"['vojnik', 'ratnik']","(0.0, 0.0)",positive,Objektivan
ENG30-06722453-n,"Poruka koja je izjavljena ili iznešena; oralna ili pisana komunikacija kojom se iznose neke pojedinosti ili činjenice, itd.","['iskaz', 'izjava']","(0.0, 0.0)",positive,Neutralan
ENG30-00421002-a,zamrljan prljavštinom i čađi,"['čađav', 'crn', 'prašnjav', 'prljav', 'uprašnjavljen', 'uprljan', 'zaprljan']","(0.0, 0.0)",negative,Negativan
ENG30-05663671-n,sistem ili oblik kojim se upravlja društvom ili drugim političkim jedinicama,"['administracija', 'režim', 'uprava', 'vlada', 'vladanje']","(0.0, 0.0)",negative,Objektivan
ENG30-04841810-n,obzirnost u postupanju sa drugima i izbegavanje da se kome uvreda nanese,"['obzirnost', 'promišljenost', 'smotrenost', 'takt', 'taktičnost', 'uviđavnost']","(0.0, 0.0)",positive,Objašn
ENG30-10557854-n,Učena osoba (posebno u društvenim naukama); neko ko je dugotrajnim učenjem ovladao jednom ili više disciplina.,"['učenjak', 'učena osoba', 'student']","(0.0, 0.0)",positive,Objektivan
ENG30-08673395-n,Rašireno područje zemlje.,"['parcela', 'parče zemlje']","(0.0, 0.0)",negative,Objektivan
ENG30-08198398-n,jedinica koja je deo nekog roda vojske,"['vojna jedinica', 'sila', 'snaga']","(0.0, 0.0)",negative,Objektivan
ENG30-01124246-n,mehanizam društvene kontrole za sprovođenje društvenih standarda,"['autoritet', 'dozvola', 'moć', 'odgovornost', 'ovlašćenje']","(0.0, 0.0)",positive,Objektivan
ENG30-14438898-n,povoljna javna reputacija,"['dobar glas', 'obožavanje', 'popularnost', 'respekt', 'slava', 'ugled']","(0.0, 0.0)",positive,Pozitivan
ENG30-00183090-b,(za naglašavanje značenja) izuzetno dobro,"['predivno', 'čudesno', 'sjajno', 'izvrsno', 'vrhunski', 'veličanstveno', 'izvanredno']","(0.0, 0.0)",positive,Pozitivan
ENG30-00439958-v,izgubiti brzinu; kretati se sporije,['usporiti'],"(0.0, 0.0)",negative,Objektivan
ENG30-00921072-v,"smatrati da je šta slučaj, da je tačno ili verovatno","['posumnjati', 'pretpostaviti', 'pretpostavljati', 'sumnjati']","(0.0, 0.0)",negative,Objektivan
ENG30-00892861-n,podučavanje držanjem predavanja o nekom predmetu (obično pred odeljenjem učenika ili studenata),['predavanje'],"(0.0, 0.0)",negative,Objektivan
ENG30-02268351-v,bez razmišljanja potrošiti; bacati,"['bacati', 'baciti', 'potrošiti', 'protraćiti', 'rasipati', 'spiskati', 'spiskavati', 'traćiti', 'trošiti']","(0.0, 0.0)",negative,Negativan
ENG30-07748416-n,bilo koja vrsta mandarine koja raste u Sjedinjenim državama ili južnoj Africi,['mandarina'],"(0.0, 0.0)",positive,Neutralan
ENG30-00233335-v,Staviti u granice domet ili pristup.,"['ograničiti', 'limitirati']","(0.0, 0.0)",negative,Objektivan
ENG30-00798402-v,Odbiti plaćanje članarine sindikatu za političke potrebe.,['odustati'],"(0.0, 0.0)",negative,Negativan
ENG30-10210137-n,"osoba koja uzima učešća u oružnaoj pobuni protiv vlasti, posebno u uverenju da će popraviti društvo","['pobunjenik', 'borac za slobodu']","(0.0, 0.0)",negative,Negativan-
ENG30-01215421-v,"Uspeti u hvatanju nekoga, kao zločinca.","['uhvatiti', 'uloviti']","(0.0, 0.0)",negative,Negativan
ENG30-00079018-n,sticanje nečega plaćanjem,"['kupovina', 'nabavka']","(0.0, 0.0)",positive,Objectivan
ENG30-00772967-v,Izložiti i predstaviti u mislima.,"['izložiti', 'predstaviti']","(0.0, 0.0)",negative,Objektivan
ENG30-00748307-n,raspojasano zadovoljavanje čulnih prohteva,"['blud', 'ekstravagancija', 'proždrljivost', 'raspojasanost', 'razuzdanost', 'razvrat']","(0.0, 0.0)",negative,Pozitivan
ENG30-04831727-n,Osobina nekog ko je voljan da podari novac ili vreme.,"['velikodušnost', 'darežljivost']","(0.0, 0.0)",positive,Pozitivan
ENG30-06806469-n,Proizvoljni pisani ili štampani znak koji je primio konvencionalno značenje.,"['simbol', 'znak']","(0.0, 0.0)",negative,Objektivan
ENG30-00235110-v,nastaviti ili produžiti,"['produžiti', 'proširiti']","(0.0, 0.0)",positive,Objektan
ENG30-05651242-n,usvojene reči nekog govornika jezika,"['rečnik', 'leksika']","(0.0, 0.0)",positive,Objektivan
ENG30-01909812-v,preći na drugu stranu čega,"['preći', 'prelaziti']","(0.0, 0.0)",positive,Odgovor
ENG30-00737070-n,čin neprikladne intimnosti,"['familijarnost', 'intimiziranje', 'intimnost', 'nepodobnost', 'sloboda']","(0.0, 0.0)",positive,Negativan
ENG30-04682462-n,mali kontrastni deo nečega,"['mrlja', 'pega']","(0.0, 0.0)",negative,Objektivan
ENG30-08078020-n,Socijalna jedinica koja živi zajedno.,"['porodica', 'familija', 'domaćinstvo']","(0.0, 0.0)",positive,Objektivan
SRP-1498988473,Razvijeno tanko testo za pite i gibanice.,"['kora', 'jufka']","(0.0, 0.0)",negative,Objektivan
ENG30-12407545-n,Evroazijski brest; raste u vlažnom okruženju.,"['vez', 'Ulmus laevis']","(0.0, 0.0)",positive,Objektivan
ENG30-07969695-n,Grupa ljudi koji su krvno povezani ili preko braka.,"['rod', 'pleme', 'klan', 'rodbina', 'obitelj']","(0.0, 0.0)",positive,Objektivan
ENG30-00824767-v,grditi strogo ili ljutito,"['grditi', 'izgrditi', 'koriti', 'kritikovati', 'prekoravati', 'prekoriti']","(0.0, 0.0)",negative,Negativan
ENG30-08459648-n,uzastopno poređan skup stvari ili događaja ili ideja u kome je svaki naredni član povezan sa prethodnim,"['niz', 'sled', 'lanac']","(0.0, 0.0)",negative,Objektivan
ENG30-14541677-n,stanje kada je čovek podložan opasnosti ili povredama,"['nebezbednost', 'nesigurnost', 'opasnost']","(0.0, 0.0)",negative,Negativan
ENG30-00962447-v,"Razmenjivati misli, pričati sa nekim.","['razgovarati', 'pričati', 'govoriti', 'kazivati']","(0.0, 0.0)",positive,Objektivan
ENG30-14438898-n,povoljna javna reputacija,"['dobar glas', 'obožavanje', 'popularnost', 'respekt', 'slava', 'ugled']","(0.0, 0.0)",positive,Pozitivan
ENG30-01057200-n,Aktivnost snabdevanja ili dotura nečega.,"['snabdevanje', 'opskrba']","(0.0, 0.0)",positive,Objektivan
ENG30-04677514-n,Viđliva spoljašnjost nekoga ili nečega.,"['oblik', 'forma']","(0.0, 0.0)",positive,Objektivan
ENG30-13928668-n,"Stanje koje uključuje uzajamno delovanje ljudi, partija ili zemalja.","['veza', 'odnos']","(0.0, 0.0)",negative,Objektivan
ENG30-00742130-n,nepočinstvo koje izvršitelj nije imao pravo da sprovede; neprofesionalno ponašanje,"['malverzacija', 'nesavesnost', 'zloupotreba']","(0.0, 0.0)",negative,Negativan
ENG30-00593852-v,Shvatati neki jezik.,"['razumeti', 'vladati', 'govoriti']","(0.0, 0.0)",positive,Objektivan
ENG30-02288155-v,"ne dobiti, odnosno ne zadobiti","['gubiti', 'izgubiti']","(0.0, 0.0)",negative,Negativan
ENG30-08057816-n,"Broj sličnih organizacija (radnji, restorana, banaka, hotela ili pozorišta) koji imaju istog vlasnika.",['lanac'],"(0.0, 0.0)",negative,Objektivan
ENG30-00729285-n,zadatak dodeljen za pojedinačne studije,['lekcija'],"(0.0, 0.0)",positive,Objektivan
ENG30-00737188-n,"ponašanje koje krši pravila, etikeciju, običaj ili moral","['abnormalnost', 'devijacija', 'iregularnost', 'nepravilnost', 'odstupanje']","(0.0, 0.0)",negative,Negativan
ENG30-01202184-n,čin segregacije ili razdvajanja,"['aparthejd', 'odvajanje', 'razdvajanje', 'segregacija', 'separatizam']","(0.0, 0.0)",negative,Negativan
ENG30-05868272-n,srednji deo ili odeljak,"['centar', 'razrada', 'sreda', 'sredina', 'središte']","(0.0, 0.0)",positive,Objektivan
ENG30-00037653-a,"koji postaje sve ozbiljniji, opasniji","['progresivan', 'progressivus']","(0.0, 0.0)",positive,Negativan
ENG30-00221178-n,prolivanje krvi koje za posledicu ima ubistvo,"['klanica', 'krvoproliće', 'masakr', 'pokolj']","(0.0, 0.0)",negative,Negativan
ENG30-00095121-n,čin okajanja greha ili nepravde (naročito putem umirivanja božanstva),['pokajanje'],"(0.0, 0.0)",negative,Negativan
ENG30-13940456-n,Najviši mogući nivo ili stepen.,"['vrhunac', 'kulminacija', 'vrh', 'klimaks', 'plafon']","(0.0, 0.0)",positive,Objektivan
ENG30-01989562-v,uzrokovati da šta pukne,"['razbijati', 'razbiti']","(0.0, 0.0)",negative,Negativan
ENG30-03016953-n,visok elegantan sanduk sa fiokama,"['komoda', 'kredenac', 'orman', 'ormar']","(0.0, 0.0)",positive,Pozitivan
ENG30-00654885-n,Rad koji uključuje brigu i pažnju o nekome ili neyemu.,"['nega', 'staranje']","(0.0, 0.0)",positive,Pozitivan
ENG30-00103834-n,Čin primene sile da nešto pogoni.,"['sila', 'pogon', 'snaga']","(0.0, 0.0)",negative,Objektivan
